inci_id,offense,date_rept,street,latitude,longitude,date_occu,csstatus
2009001929,NON-CRIMINAL DETAINMENT (INVOLUNTARY COMMIT),8/3/09 19:24,FINLEY ROAD,41.8457578,-88.0263633,8/3/09 19:24,2
2009001930,DWI-ALCOHOL,8/4/09 0:00,PITTSBORO ST./ SOUTH COLUMBIA,35.7952067,-79.54691299999999,8/4/09 0:00,3
2009001935,,8/4/09 0:00,HA II DOGWOOD PARKING UNC,35.902462,-79.05161700000001,8/4/09 0:00,
2009001939,,8/4/09 0:00,MANNING PARKING LOT UNC,35.902462,-79.05161700000001,8/4/09 0:00,
2009001946,,8/5/09 0:00,PUBLIC SAFETY BUILDING UNC,35.9042197,-79.04736609999999,8/5/09 0:00,
2009001944,LARCENY FROM BUILDING,8/5/09 11:14,HINTON JAMES UNC,35.9020881,-79.0427632,6/5/09 11:14,4
2009001964,,8/6/09 0:00,SOUTH RD,41.6461466,-73.9239061,8/6/09 0:00,
2009001965,,8/6/09 0:00,SOUTH RD,41.6461466,-73.9239061,8/6/09 0:00,
2009001967,,8/6/09 0:00,SOUTH RD,41.6461466,-73.9239061,8/6/09 0:00,
2009001968,,8/6/09 0:00,UNC HOS ER,35.904464,-79.0490125,8/6/09 0:00,
2009001969,,8/6/09 0:00,SOUTH RD,41.6461466,-73.9239061,8/6/09 0:00,
2009001970,,8/6/09 0:00,RALEIGH ST @ ATM DR.,35.9113601,-79.047304,8/6/09 0:00,
2009001971,DRUGS- POSSESSION OF MARIJUANA/HASHISH,8/6/09 0:00,S COLUMBIA ST/E CAMERON AVE,37.7533398,-78.1606181,8/6/09 0:00,3
2009001972,,8/6/09 0:00,STUDENT STORES AND SOUTH ROAD,35.9098052,-79.0483434,8/6/09 0:00,
2009001966,COMMUNICATE THREATS,8/6/09 14:44,AYCOCK FAMILY PRACTICE,35.89866,-79.0378815,8/6/09 14:44,3
2009001974,,8/7/09 0:00,BEARD HALL UNC,Failure on BEARD HALL UNC,Failure on BEARD HALL UNC,8/7/09 0:00,
2009001975,,8/7/09 0:00,GILES HORNEY-PHY PLANT- AOB-ART LAB,Failure on GILES HORNEY-PHY PLANT- AOB-ART LAB,Failure on GILES HORNEY-PHY PLANT- AOB-ART LAB,8/7/09 0:00,
2009001976,,8/7/09 0:00,ATM DR,32.87343,-96.45262799999999,8/7/09 0:00,
