inci_id,offense,date_rept,street,latitude,longitude,date_occu,csstatus
2006000046,,1/6/06 0:00,CAMERON AND RALIEGH STREET,35.4547029,-79.15300289999999,1/6/06 0:00,
2006000053,EMS CALL,1/6/06 0:00,MEMORIAL HALL UNC,35.9110986,-79.0520057,1/6/06 0:00,2
2006000045,LARCENY FROM BUILDING,1/6/06 9:25,AMBULATORY CARE CENTER UNC,35.90054,-79.0562893,1/5/06 20:00,4
2006000047,LARCENY FROM BUILDING,1/6/06 15:44,ADMINISTRATIVE OFFICE UNC,35.908746,-79.0295977,12/30/05 16:00,4
2006000048,,1/7/06 0:00,MORRISON DRIVE,32.8070014,-79.9425858,1/7/06 0:00,
2006000049,,1/7/06 0:00,PITTSBORO ST NEAR INTERSECTION OF SOUTH,Failure on PITTSBORO ST NEAR INTERSECTION OF SOUTH,Failure on PITTSBORO ST NEAR INTERSECTION OF SOUTH,1/7/06 0:00,
2006000050,,1/7/06 0:00,IN FRONT OF ACKLAND ARTS ON SOUTH COLUMB,35.912627,-79.05506299999999,1/7/06 0:00,
2006000051,,1/7/06 0:00,EAST DRIVE BY JACKSON,32.27971,-90.2199284,1/7/06 0:00,
2006000054,,1/7/06 0:00,SMITH DEAN E SAC UNC,35.899446,-79.0439761,1/7/06 0:00,
2006000055,,1/7/06 0:00,FRAT COURT,35.911248,-79.0555289,1/7/06 0:00,
2006000056,,1/7/06 0:00,MANNING DR AT SKIPPER BOWLES DR,35.9009838,-79.0400063,1/7/06 0:00,
2006000057,,1/7/06 0:00,RIDGE RD,41.2580425,-81.7449204,1/7/06 0:00,
2006000052,LARCENY FROM BUILDING,1/7/06 17:32,SMITH DEAN E SAC UNC,35.899446,-79.0439761,1/7/06 17:32,4
2006000058,,1/8/06 0:00,PORTHOLE ALY,35.9131432,-79.0542631,1/8/06 0:00,
2006000059,,1/8/06 0:00,SOUTH COL / WESTWOOD,35.7357985,-77.9148627,1/8/06 0:00,
2006000061,,1/8/06 0:00,SOUTH COLUMBIA MCCAULEY,39.24162159999999,-92.3772218,1/8/06 0:00,
2006000060,BURGLARY NON FORCED ENTRY,1/8/06 20:18,ALDERMAN UNC,35.9147459,-79.0482275,12/16/05 17:00,4
2006000062,B & E,1/9/06 0:00,SMITH UNC,35.9044469,-79.04977099999999,1/9/06 0:00,3
2006000063,,1/9/06 0:00,RIDGE RD @ RAMSHEAD,35.9060511,-79.0456797,1/9/06 0:00,
2006000064,LARCENY/MISDEMEANOR,1/9/06 0:00,HLTH SCIENCES LIBRARY UNC,35.9056832,-79.0528387,1/6/05 0:00,3
2006000065,,1/9/06 0:00,RALEIGH RD @  1001,35.90773600000001,-79.0332339,1/9/06 0:00,
2006000066,LOST PROPERTY,1/9/06 0:00,LENOIR UNC,35.9114163,-79.04823909999999,12/13/05 0:00,2
2006000067,,1/9/06 0:00,PITTSBORO AND SCHOOL OF SOCIAL WORK,35.9071171,-79.0542213,1/9/06 0:00,
2006000069,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,1/10/06 0:00,STACY UNC,35.9044647,-79.04482709999999,1/10/06 0:00,2
2006000072,,1/10/06 0:00,S COLUMBIA ST/MANNING DR,35.905413,-79.05346999999999,1/10/06 0:00,
2006000073,,1/10/06 0:00,STADIUM DRIVE PARKING LOT UNC,35.9068152,-79.0477324,1/10/06 0:00,
2006000070,UNDERAGE POSSESSION OF ALCOHOL,1/10/06 8:18,CONNOR UNC,35.9044647,-79.04482709999999,1/10/06 8:18,3
2006000071,DOMESTIC  DISPUTE,1/10/06 11:55,ELECTRICAL DISTRIBUTION,45.5557597,-122.7337794,1/10/06 11:55,3
2006000074,,1/11/06 0:00,BYNUM CIRCLE PARKING LOT UNC,35.9049122,-79.0469134,1/11/06 0:00,
2006000075,,1/11/06 0:00,NAVY FIELD PARKING LOT UNC,35.9049122,-79.0469134,1/11/06 0:00,
2006000076,,1/11/06 0:00,RALIEGH ST . FRANKLIN ST.,35.9029432,-79.0135773,1/11/06 0:00,
2006000077,,1/11/06 0:00,RIDGE ROAD AND BOSHAMER,35.9057457,-79.04315729999999,1/11/06 0:00,
2006000078,,1/11/06 0:00,RIDGE ROAD NAVY FIELD,42.0900578,-87.8241771,1/11/06 0:00,
2006000079,,1/11/06 0:00,COUNTRY CLUB,33.108927,-102.205122,1/11/06 0:00,
2006000080,,1/11/06 0:00,RIDGE AND BOSHAMER,35.9057457,-79.04315729999999,1/11/06 0:00,
2006000081,,1/11/06 0:00,COUNTRY CLUB NEAR BOUNDARY,37.9240901,-121.9969088,1/11/06 0:00,
2006000082,,1/11/06 0:00,RALEIGH ST/COUNTRY CLUB RD,35.81613,-78.653357,1/11/06 0:00,
2006000083,,1/11/06 0:00,SO COLUMBIA / SO RD,34.0322828,-81.0888903,1/11/06 0:00,
2006000084,,1/11/06 0:00,BOUNDRY ST.,32.6567757,-95.4999182,1/11/06 0:00,
2006000085,EMS ASSIST,1/11/06 0:00,VAN HECKEWETTCH UNC,35.9049122,-79.0469134,1/11/06 0:00,2
2006000087,,1/11/06 0:00,MASON FARM RD AT ACC,35.90054,-79.0562893,1/11/06 0:00,
2006000088,,1/11/06 0:00,MASON FARM RD,35.8988843,-79.0498703,1/11/06 0:00,
2006000089,,1/11/06 0:00,CAMERON AVE AT THE OLD WELL,35.9120729,-79.0512301,1/11/06 0:00,
2006000090,TRESPASSING - SECOND DEGREE,1/12/06 0:00,HOUSE LIBRARY R B UNC,35.909779,-79.049027,1/12/06 0:00,3
2006000091,,1/12/06 0:00,RIDGE RD AND MANNING DR,35.9036676,-79.0443537,1/12/06 0:00,
2006000092,,1/12/06 0:00,CAMERON AVE,34.0587288,-117.8658775,1/12/06 0:00,
2006000093,,1/12/06 0:00,AND STADIUM,33.4240585,-111.9331633,1/12/06 0:00,
2006000095,,1/12/06 0:00,RIDGE RD/STADIUM DR,35.90678,-79.04469999999999,1/12/06 0:00,
2006000096,,1/12/06 0:00,COUNTRY CLUB AND RIDGE,41.6058719,-81.4527413,1/12/06 0:00,
2006000097,,1/12/06 0:00,COUNTRY CLUB AND RALIEGH ST,35.91318589999999,-79.0478864,1/12/06 0:00,
2006000098,SUSPICIOUS CONDITION,1/12/06 0:00,PIT UNC,35.9101218,-79.0485631,1/12/06 0:00,2
2006000099,,1/12/06 0:00,SO. COLUMBIA / PEABODY,42.5096423,-70.9519742,1/12/06 0:00,
2006000100,,1/12/06 0:00,LIBRARIES / PIT AREA,Failure on LIBRARIES / PIT AREA,Failure on LIBRARIES / PIT AREA,1/12/06 0:00,
2006000102,,1/12/06 0:00,DPS LOT,28.4412787,77.065567,1/12/06 0:00,
2006000103,,1/12/06 0:00,DPS LOT,28.4412787,77.065567,1/12/06 0:00,
2006000104,,1/12/06 0:00,MORRISON UNC,35.9045132,-79.0462075,1/12/06 0:00,
2006000094,VANDALISM - INJURIES OR TAMPERS WITH VEHICLE,1/12/06 7:57,HOSPITALS UNIV OF NC UNC,35.9049122,-79.0469134,1/12/06 6:32,2
2006000101,LARCENY FROM A VEHICLE,1/12/06 19:33,CHATHAM PARK AND RIDE,35.853494,-79.084876,1/12/06 19:33,4
2006000105,FIRE ALARM,1/13/06 0:00,HIBBARD DR,41.194458,-81.44555790000001,1/13/06 0:00,2
2006000106,,1/13/06 0:00,RALEIGH ST/COBB DR,35.72635890000001,-78.6196788,1/13/06 0:00,
2006000107,,1/13/06 0:00,SOUTH RD / BELL TOWER DR,34.0441615,-117.468118,1/13/06 0:00,
2006000109,,1/13/06 0:00,MOREHEAD PARKING LOT UNC,35.9139033,-79.05051,1/13/06 0:00,
2006000110,,1/13/06 0:00,MANNING DR/EAST DR,40.851229,-73.31065699999999,1/13/06 0:00,
2006000111,,1/13/06 0:00,HINTON JAMES PARKING LOT UNC,35.9023847,-79.0432848,1/13/06 0:00,
2006000112,,1/13/06 0:00,BATTLE LANE/PARELLEL PK SPOTS,Failure on BATTLE LANE/PARELLEL PK SPOTS,Failure on BATTLE LANE/PARELLEL PK SPOTS,1/13/06 0:00,
2006000113,,1/13/06 0:00,COMPOUND,33.7825102,-84.4144018,1/13/06 0:00,
2006000114,,1/13/06 0:00,BELL TOWER,26.5494838,-81.8681417,1/13/06 0:00,
2006000115,,1/13/06 0:00,EMERSON  DR,41.9483446,-87.8723002,1/13/06 0:00,
2006000164,LARCENY-FELONY,1/13/06 0:00,UNC LANDFILL,35.9049122,-79.0469134,1/12/06 0:00,3
2006000108,TRESPASS WARNING ISSUED,1/13/06 3:00,SITTERSON COMP SCI CTR UNC,35.909876,-79.05322509999999,1/13/06 2:45,2
2006000117,,1/14/06 0:00,PITTSBORO / SECU,35.907048,-79.05503399999999,1/14/06 0:00,
2006000118,,1/14/06 0:00,MANNING DR/WEST DR,44.2524036,-69.8877795,1/14/06 0:00,
2006000119,,1/14/06 0:00,RALEIGH / FINLEY,35.9074648,-78.65680549999999,1/14/06 0:00,
2006000122,,1/14/06 0:00,GENERAL ADMINISTRATION UNC,35.908746,-79.0295977,1/14/06 0:00,
2006000123,,1/14/06 0:00,MLK ABOVE BASE 3,Failure on MLK ABOVE BASE 3,Failure on MLK ABOVE BASE 3,1/14/06 0:00,
2006000125,,1/14/06 0:00,MANNING DR/SKIPPER BOWLES DR,35.9031019,-79.04370469999999,1/14/06 0:00,
2006000126,,1/14/06 0:00,SOUTH COLUMBIA/MANNING,34.080501,-80.98962949999999,1/14/06 0:00,
2006000128,,1/15/06 0:00,COUNTRY CLUB NEAR RALIEGH ST,35.81613,-78.653357,1/15/06 0:00,
2006000130,,1/15/06 0:00,LOT,44.9509263,-116.1028528,1/15/06 0:00,
2006000132,,1/15/06 0:00,RIDGE RD,41.2580425,-81.7449204,1/15/06 0:00,
2006000133,,1/15/06 0:00,ROSEMARY AT HENDERSON,40.0515799,-83.02260489999999,1/15/06 0:00,
2006000134,,1/15/06 0:00,HINTON JAMES AND MANNING,35.9033775,-79.04389359999999,1/15/06 0:00,
