inci_id,offense,date_rept,street,latitude,longitude,date_occu,csstatus
2008001339,TRESPASS WARNING ISSUED,5/19/08 0:00,ADMINISTRATIVE OFFICE UNC,35.908746,-79.0295977,3/6/08 0:00,2
2008001341,,5/19/08 0:00,HEDRICK BLDG JAMES T UNC,35.8938946,-79.01312639999999,5/19/08 0:00,
2008001342,APARTMENT FIRE,5/19/08 0:00,JACKSON CIR,31.2752719,-85.5165001,5/19/08 0:00,2
2008001343,,5/19/08 0:00,LENOIR DR,35.2496709,-78.9491898,5/19/08 0:00,
2008001346,,5/20/08 0:00,E FRANKLIN ST/HILLSBOROUGH ST,35.915826,-79.049036,5/20/08 0:00,
2008001355,,5/20/08 0:00,AVE // SWAIN // MEM HALL,Failure on AVE // SWAIN // MEM HALL,Failure on AVE // SWAIN // MEM HALL,5/20/08 0:00,
2008001357,DAMAGE TO PROPERTY,5/20/08 0:00,DAVIS LIBRARY,38.5567645,-121.7470651,5/1/08 0:00,2
2008001369,,5/20/08 0:00,STUDENT RECREATION CENTER UNC,35.9091438,-79.0470491,5/20/08 0:00,
2008001380,,5/21/08 0:00,MANNING DR,35.9034237,-79.0437316,5/21/08 0:00,
2008001381,,5/21/08 0:00,RAMS HEAD CENTER PARKI UNC,35.9070398,-79.0453335,5/21/08 0:00,
2008001382,,5/21/08 0:00,COUNTRY CLUB AND RALEIGH,35.7763431,-78.5933711,5/21/08 0:00,
2008001383,SUSPICIOUS CONDITIONS,5/21/08 0:00,HA I CARDINAL PARKING UNC,35.9039886,-79.0495033,5/20/08 0:00,2
2008001387,,5/21/08 0:00,CARMICHAEL AUDITORIUM UNC,35.9095693,-79.0454614,5/21/08 0:00,
2008001391,,5/21/08 0:00,DENTAL RESEARCH UNC,35.9045551,-79.0537119,5/21/08 0:00,
2008001374,LARCENY FROM BUILDING,5/21/08 7:39,WASTE WATER PLANT OLD MASON FARM RD,35.89686380000001,-79.02561299999999,5/16/08 8:00,3
2008001377, EMS ASSIST,5/21/08 11:29,DENTAL SCHOOL,41.5053264,-81.603115,5/21/08 11:29,2
2008001397,,5/22/08 0:00,MANNING UNC,35.9049122,-79.0469134,5/22/08 0:00,
2008001399,LARCENY-FELONY,5/22/08 17:30,CALDWELL HALL,42.4492103,-76.4782721,1/1/08 0:00,4
2008001412,,5/23/08 0:00,RALEIGH RD/NC 54 E,35.9179587,-79.0945289,5/23/08 0:00,
2008001413,,5/23/08 0:00,SWAIN UNC,35.9114479,-79.0536948,5/23/08 0:00,
2008001415,,5/23/08 0:00,PEABODY UNC,35.9105059,-79.0533698,5/23/08 0:00,
2008001416,,5/23/08 0:00,CHATHAM PARK AND RIDE,35.853494,-79.084876,5/23/08 0:00,
2008001420,,5/24/08 0:00,MANLY UNC,35.9049122,-79.0469134,5/24/08 0:00,
2008001424,FIRE ALARM/PROPERTY DAMAGE,5/24/08 0:00,BAITY HILL,35.8988575,-79.04039259999999,5/24/08 0:00,2
