inci_id,offense,date_rept,street,latitude,longitude,date_occu,csstatus
2003016862,CALLS FOR SERVICE/ PROPERTY DAMAGE TO VEHICLE,9/4/03 0:00,EHRINGHAUS UNC,35.9039316,-79.04265579999999,9/4/03 0:00,2
2003016863,,9/4/03 0:00,EHRINGHAUS UNC,35.9039316,-79.04265579999999,9/4/03 0:00,
2003016864,,9/4/03 0:00,PEABODY UNC,35.9105059,-79.0533698,9/4/03 0:00,
2003016865,,9/4/03 0:00,AYCOCK UNC,35.9044647,-79.04482709999999,9/4/03 0:00,
2003016866,,9/5/03 0:00,SOUTH ROAD AT CARM,43.5584214,-72.5329249,9/5/03 0:00,
2003016867,EMS ASSIST,9/5/03 0:00,SWAIN PARKING LOT,35.9121802,-79.0536039,9/5/03 0:00,2
2003016868,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,9/5/03 0:00,ACC PARKING LOT,30.2637021,-97.7427056,9/5/03 0:00,2
2003016869,,9/5/03 0:00,RALEIGH ST // MCIVER DORM,Failure on RALEIGH ST // MCIVER DORM,Failure on RALEIGH ST // MCIVER DORM,9/5/03 0:00,
2003016870,,9/5/03 0:00,PITTSBORO/CAROLINA INN,35.9099368,-79.05456020000001,9/5/03 0:00,
2003016871,,9/5/03 0:00,MAINT HOSP ENTRANCE,40.7067869,-99.081029,9/5/03 0:00,
2003016873,,9/5/03 0:00,TEST,45.512101,-122.6770504,9/5/03 0:00,
2003016874,,9/5/03 0:00,TEST,45.512101,-122.6770504,9/5/03 0:00,
2003016875,,9/5/03 0:00,TEST,45.512101,-122.6770504,9/5/03 0:00,
2003016876,,9/5/03 0:00,TEST,45.512101,-122.6770504,9/5/03 0:00,
2003016877,,9/5/03 0:00,TEST,45.512101,-122.6770504,9/5/03 0:00,
2003016878,,9/5/03 0:00,S COLUMBIA AT MANNING,35.9045595,-79.0545556,9/5/03 0:00,
2003016879,,9/5/03 0:00,E AT S COLUMBIA,45.9909782,-123.9286029,9/5/03 0:00,
2003016880,,9/5/03 0:00,MANNING DR,35.9034237,-79.0437316,9/5/03 0:00,
2003016881,,9/5/03 0:00,S COLUMBIA AT ACKLAND,Failure on S COLUMBIA AT ACKLAND,Failure on S COLUMBIA AT ACKLAND,9/5/03 0:00,
2003016882,LARCENY OF BOOKS,9/5/03 0:00,HANES ART CENTER UNC,35.9123693,-79.0543987,9/5/03 0:00,2
2003016883,,9/5/03 0:00,PITTSBORO/ SECU,35.907048,-79.05503399999999,9/5/03 0:00,
2003016884,,9/5/03 0:00,MANNING/JAMES,36.208361,-115.2520816,9/5/03 0:00,
2003016885,,9/5/03 0:00,S COLUMBIA  \\ ACKLAND,35.912627,-79.05506299999999,9/5/03 0:00,
