inci_id,offense,date_rept,street,latitude,longitude,date_occu,csstatus
2011002340,EMS ASSIST,7/26/11 21:23,HIBBARD DR,41.194458,-81.44555790000001,7/26/11 21:23,2
2011002341,,7/27/11 0:00,PEABODY UNC,35.9105059,-79.0533698,7/27/11 0:00,
2011002342,,7/27/11 0:00,FRIDAY CENTER UNC,35.8999429,-79.01254899999999,7/27/11 0:00,
2011002349,,7/27/11 0:00,MANNING DR/PAUL HARDIN DR,Failure on MANNING DR/PAUL HARDIN DR,Failure on MANNING DR/PAUL HARDIN DR,7/27/11 0:00,
2011002350,,7/27/11 0:00,EAST/POB,30.2868461,-97.73656899999999,7/27/11 0:00,
2011002353,EMS ASSIST,7/27/11 0:00,MANNING DR/RIDGE RD,33.5785008,-80.2214753,7/27/11 0:00,2
2011002354,,7/27/11 0:00,PUBLIC SAFETY BUILDING UNC,35.9042197,-79.04736609999999,7/27/11 0:00,
2011002355,,7/27/11 0:00,CHEEK CLARK BLDG UNC,35.9066247,-79.06275939999999,7/27/11 0:00,
2011002356,,7/27/11 0:00,ER PARKING LOT,41.921099,-87.987814,7/27/11 0:00,
2011002359,SUSPICIOUS CONDITION (NON-CRIMINAL),7/27/11 0:00,MANNING DR,35.9034237,-79.0437316,7/27/11 0:00,3
2011002360,,7/27/11 0:00,BOWLES PARKING LOT UNC,35.9049122,-79.0469134,7/27/11 0:00,
2011002361,NON CRIMINAL PROPERTY DAMAGE,7/27/11 0:00,PUBLIC SAFETY BUILDING UNC,35.9042197,-79.04736609999999,7/27/11 0:00,2
2011002370,,7/28/11 0:00,AMBULATORY CARE CENTER UNC,35.90054,-79.0562893,7/28/11 0:00,
2011002371,,7/29/11 0:00,DOGWOOD PARKING DECK UNC,35.902462,-79.05161700000001,7/29/11 0:00,
2011002372,,7/29/11 0:00,PUBLIC SAFETY PARKING LOT UNC,35.9042197,-79.04736609999999,7/29/11 0:00,
2011002374,COMMUNICATING THREATS,7/29/11 0:00,SOUTH UNC,35.9155595,-79.0479625,7/27/11 0:00,3
2011002376,,7/29/11 0:00,HORTON RES HALL UNC,35.9031019,-79.04370469999999,7/29/11 0:00,
2011002378,,7/29/11 0:00,ITS FRANKLIN UNC,35.9108255,-79.0621795,7/29/11 0:00,
2011002379,,7/29/11 0:00,PHILLIPS UNC,35.910878,-79.0525881,7/29/11 0:00,
2011002380,,7/29/11 0:00,PHYSICAL PLANT PARKING LOT UNC,35.9049122,-79.0469134,7/29/11 0:00,
2011002382,,7/29/11 0:00,EDDIE SMITH FIELD HOUSE UNC,35.9091343,-79.043125,7/29/11 0:00,
2011002381,SUSPICIOUS CONDITION (CRIMINAL),7/29/11 17:26,SWAIN UNC,35.9114479,-79.0536948,7/29/11 17:23,3
2011002384,,7/30/11 0:00,HINTON JAMES UNC,35.9020881,-79.0427632,7/30/11 0:00,
2011002394,,7/31/11 0:00,LINEBERGER CANCER RES UNC,35.9044695,-79.04982629999999,7/31/11 0:00,
2011002395,,7/31/11 0:00,PHYSICIANS OFFICE BUILDING UNC,35.9026478,-79.04990110000001,7/31/11 0:00,
2011002396,,7/31/11 0:00,KOURY NATATORIUM UNC,35.8995618,-79.0428596,7/31/11 0:00,
2011002391,SUSPICIOUS CONDITION (CRIMINAL),7/31/11 11:37,DOGWOOD PARKING DECK UNC,35.902462,-79.05161700000001,7/30/11 0:01,3
2011002392,VANDALISM - DAMAGE TO REAL PROPERTY,7/31/11 14:06,SITTERSON COMP SCI CTR UNC,35.909876,-79.05322509999999,7/30/11 15:00,3
2011002393,FLOOD REPAIRS,7/31/11 15:51,MACNIDER UNC,35.905524,-79.0525199,7/31/11 15:30,3
2011002398,VANDALISM - INJURY TO PERSONAL PROPERTY,7/31/11 23:35,MORRISON UNC,35.9045132,-79.0462075,7/31/11 22:30,3
2011002399,,8/1/11 0:00,W CAMERON AVE,34.0672818,-117.9406924,8/1/11 0:00,
2011002400,,8/1/11 0:00,SASB NORTH UNC,35.9044579,-79.04476489999999,8/1/11 0:00,
2011002403,,8/1/11 0:00,HOSPITAL DR/MANNING DR,35.9039886,-79.0495033,8/1/11 0:00,
2011002404,,8/1/11 0:00,DOGWOOD PARKING DECK UNC,35.902462,-79.05161700000001,8/1/11 0:00,
2011002409,,8/1/11 0:00,HOSPITALS UNIV OF NC UNC,35.9039534,-79.05070479999999,8/1/11 0:00,
2011002410,,8/1/11 0:00,BUSINESS SCHOOL PARKIN UNC,35.8996959,-79.04623149999999,8/1/11 0:00,
2011002412,,8/2/11 0:00,HOUSE LIBRARY R B UNC,35.909779,-79.049027,8/2/11 0:00,
2011002413,,8/2/11 0:00,MASON FARM RD/WEST DR,38.885325,-82.1329459,8/2/11 0:00,
2011002414,,8/2/11 0:00,RALEIGH RD/COUNTRY CLUB RD,35.8114686,-78.6550741,8/2/11 0:00,
2011002419,,8/2/11 0:00,BATTLE LN/BOUNDARY ST,48.0392781,-94.721435,8/2/11 0:00,
2011002420,,8/2/11 0:00,VAN HECKE WETTACH UNC,35.9049122,-79.0469134,8/2/11 0:00,
2011002416,TRESPASSING - SECOND DEGREE,8/2/11 14:55,GRAHAM STUDENT UNION UNC,35.9102721,-79.0477239,8/2/11 14:30,3
2011002417,"B&E, LARCENY FROM A VEHICLE",8/2/11 16:19,TOTTEN GARDEN CENTER UNC,35.8993621,-79.0339145,8/2/11 13:00,3
2011002421,,8/3/11 0:00,BRANSON ST,44.92237840000001,-93.336601,8/3/11 0:00,
2011002424,,8/3/11 0:00,LENOIR UNC,35.9114163,-79.04823909999999,8/3/11 0:00,
2011002425,NOTICE OF TRESPASSING,8/3/11 0:00,DAVIS WALTER R LIBRARY UNC,35.9049122,-79.0469134,8/3/11 0:00,2
2011002427,,8/3/11 0:00,PUBLIC SAFETY PARKING LOT UNC,35.9042197,-79.04736609999999,8/3/11 0:00,
2011002429,,8/4/11 0:00,MEMORIAL HOSPITAL,38.5496737,-90.0218331,8/4/11 0:00,
2011002432,,8/4/11 0:00,AVERY UNC,35.9044647,-79.04482709999999,8/4/11 0:00,
2011002435,B & E,8/5/11 0:00,ABERNETHY UNC,35.9114677,-79.0542957,8/2/11 0:00,4
2011002437,,8/5/11 0:00,FAMILY MED,37.4851322,-97.24072240000001,8/5/11 0:00,
2011002439,,8/5/11 0:00,DOGWOOD PARKING DECK UNC,35.902462,-79.05161700000001,8/5/11 0:00,
2011002440,LARCENY FROM BUILDING,8/5/11 19:10,CENTRAL RECEIVING,40.5690946,-105.0792269,8/1/11 0:00,3
2011002443,,8/7/11 0:00,STADIUM DRIVE PARKING LOT UNC,35.9068152,-79.0477324,8/7/11 0:00,
2011002446,,8/8/11 0:00,LENOIR UNC,35.9114163,-79.04823909999999,8/8/11 0:00,
2011002448,,8/8/11 0:00,UNDERGRAD PARKING LOT UNC,35.9049122,-79.0469134,8/8/11 0:00,
2011002451,,8/8/11 0:00,MORRISON UNC,35.9045132,-79.0462075,8/8/11 0:00,
2011002452,,8/8/11 0:00,AVERY UNC,Failure on AVERY UNC,Failure on AVERY UNC,8/8/11 0:00,
2011002445,SUSPICIOUS CONDITION (NON-CRIMINAL),8/8/11 6:23,BYNUM CIRCLE PARKING LOT UNC,Failure on BYNUM CIRCLE PARKING LOT UNC,Failure on BYNUM CIRCLE PARKING LOT UNC,8/7/11 17:00,2
2011002444,VANDALISM - DAMAGE TO REAL PROPERTY,8/8/11 8:03,CARROLL UNC,35.9102269,-79.05188369999999,8/4/11 23:00,4
2011002453,WARNING OF TRESPASS,8/9/11 0:00,CAROLINA INN UNC,35.9099368,-79.05456020000001,8/8/11 0:00,2
2011002457,,8/9/11 0:00,KENAN FOOTBALL CENTER UNC,35.9074136,-79.0490243,8/9/11 0:00,
2011002458,COMMUNICATING THREATS,8/9/11 0:00,SOUTH BUILDING UNC,35.9117376,-79.051057,8/4/11 0:00,3
2011002454,SUSPICIOUS CONDITION (CRIMINAL),8/9/11 6:58,SOUTH UNC,Failure on SOUTH UNC,Failure on SOUTH UNC,8/9/11 6:58,2
2011002455,SUSPICIOUS CONDITION (CRIMINAL),8/9/11 7:28,PEABODY UNC,35.9105059,-79.0533698,8/9/11 7:28,2
2011002456,VANDALISM - DAMAGE TO REAL PROPERTY,8/9/11 7:35,PHILLIPS ANNEX UNC,35.9106923,-79.05216879999999,8/4/11 23:00,4
2011002469,,8/10/11 0:00,FORDHAM HALL UNC,35.9082359,-79.0511052,8/10/11 0:00,
2011002471,,8/10/11 0:00,PHILLIPS UNC,35.910878,-79.0525881,8/10/11 0:00,
2011002472,,8/10/11 0:00,EAST DR AT DOGWOOD,35.8713391,-84.550617,8/10/11 0:00,
2011002475,,8/10/11 0:00,DOGWOOD PARKING DECK UNC,35.902462,-79.05161700000001,8/10/11 0:00,
2011002477,,8/11/11 0:00,PUBLIC SAFETY BUILDING UNC,35.9042197,-79.04736609999999,8/11/11 0:00,
2011002478,,8/11/11 0:00,COUNTRY CLUB RD/GIMGHOUL RD,35.910799,-79.042796,8/11/11 0:00,
2011002480,,8/11/11 0:00,VAN HECKE WETTACH UNC,35.9049122,-79.0469134,8/11/11 0:00,
2011002485,,8/11/11 0:00,HANES ART CENTER UNC,35.9123693,-79.0543987,8/11/11 0:00,
2011002490,,8/11/11 0:00,PUBLIC SAFETY BUILDING UNC,35.9042197,-79.04736609999999,8/11/11 0:00,
2011002493,,8/11/11 0:00,AMBULATORY CARE CENTER UNC,35.90054,-79.0562893,8/11/11 0:00,
2011002494,,8/11/11 0:00,OLD DENTAL BUILDING UNC,35.9048502,-79.0528415,8/11/11 0:00,
2011002495,,8/11/11 0:00,MANNING DR,35.9034237,-79.0437316,8/11/11 0:00,
2011002496,WARRANT SERVICE,8/12/11 0:00,FRANKLIN STREET 208 W UNC,35.0524291,-78.8803224,8/12/11 0:00,3
2011002497,TRESPASS/LITTERING,8/12/11 15:47,UNIVERSITY LAKE,35.897741,-79.09246399999999,8/12/11 15:47,2
2011002498,DAMAGE TO PROPERTY (NON-CRIMINAL),8/13/11 7:32,BAITY HILL,35.8988575,-79.04039259999999,8/13/11 7:32,2
2011002499,VANDALISM - INJURY TO PERSONAL PROPERTY,8/13/11 10:40,HORACE WILLIAMS AIRPORT UNC,35.9341909,-79.0606373,8/8/11 10:40,3
2011002500, EMS ASSISTANCE,8/13/11 14:32,MASON FARM RD,35.8988843,-79.0498703,8/13/11 14:32,2
2011002501,,8/14/11 0:00,MEMORIAL HALL UNC,35.9110986,-79.0520057,8/14/11 0:00,
2011002502,,8/14/11 0:00,PUBLIC SAFETY PARKING LOT UNC,35.9042197,-79.04736609999999,8/14/11 0:00,
2011002506,,8/14/11 0:00,HOSPITALS UNIV OF NC UNC,35.9039534,-79.05070479999999,8/14/11 0:00,
2011002504,VANDALISM - DAMAGE TO REAL PROPERTY,8/14/11 11:30,WEST CAMERON,40.74829,-76.647047,8/14/11 11:30,4
2011002505,VANDALISM - DAMAGE TO REAL PROPERTY,8/14/11 17:42,HOWELL UNC,35.9052623,-79.0509735,8/14/11 17:42,4
2011002517,,8/15/11 0:00,JACKSON HALL UNC,35.9126986,-79.0454295,8/15/11 0:00,
2011002522,,8/16/11 0:00,NASH PARKING LOT UNC,35.9087233,-79.0561118,8/16/11 0:00,
2011002525,,8/16/11 0:00,SMITH DEAN E SAC UNC,35.899446,-79.0439761,8/16/11 0:00,
2011002527,,8/16/11 0:00,BURNETT WOMACK UNC,35.9049119,-79.0522247,8/16/11 0:00,
2011002529,,8/16/11 0:00,HOUSE LIBRARY R B UNC,35.909779,-79.049027,8/16/11 0:00,
2011002530,FELONY LARCENY,8/16/11 0:00,HORACE WILLIAMS AIRPORT UNC,35.9341909,-79.0606373,8/15/11 0:00,3
2011002532,FOUND PROPERTY,8/16/11 0:00,ARBORETUM UNC,35.9137707,-79.0490019,8/16/11 0:00,2
2011002533,,8/17/11 0:00,PUBLIC SAFETY LOBBY,Failure on PUBLIC SAFETY LOBBY,Failure on PUBLIC SAFETY LOBBY,8/17/11 0:00,
2011002542,,8/17/11 0:00,PARKER UNC,36.4578995,-81.6892785,8/17/11 0:00,
2011002543,,8/17/11 0:00,HINTON JAMES UNC,35.9020881,-79.0427632,8/17/11 0:00,
2011002546,,8/17/11 0:00,VENABLE UNC,35.9049122,-79.0469134,8/17/11 0:00,
2011002547,,8/17/11 0:00,HA I CARDINAL PARKING UNC,35.9039886,-79.0495033,8/17/11 0:00,
2011002549,,8/17/11 0:00,HINTON JAMES PARKING LOT UNC,35.9023847,-79.0432848,8/17/11 0:00,
2011002534,INJURY REPORT,8/17/11 9:39,MANNING DRIVE SIDEWALK AT CRAIGE DECK,35.902462,-79.05161700000001,8/15/11 16:15,2
2011002552,,8/18/11 0:00,BATTLE UNC,35.9139197,-79.0530856,8/18/11 0:00,
2011002555,,8/18/11 0:00,MOREHEAD PLANETARIUM UNC,35.9139033,-79.05051,8/18/11 0:00,
2011002556,,8/18/11 0:00,AYCOCK FAMILY MEDICINE UNC,35.89866,-79.0378815,8/18/11 0:00,
2011002557,,8/18/11 0:00,PR PARKING LOT UNC,35.9049122,-79.0469134,8/18/11 0:00,
2011002558,,8/18/11 0:00,DOGWOOD PARKING DECK UNC,35.902462,-79.05161700000001,8/18/11 0:00,
2011002559,WARNING OF TRESPASS,8/18/11 0:00,LENOIR DR,35.2496709,-78.9491898,8/18/11 0:00,2
2011002560,,8/18/11 0:00,PUBLIC SAFETY BUILDING UNC,35.9042197,-79.04736609999999,8/18/11 0:00,
2011002563,,8/18/11 0:00,PEABODY UNC,35.9105059,-79.0533698,8/18/11 0:00,
2011002564,,8/18/11 0:00,AMBULATORY CARE CENTER UNC,35.90054,-79.0562893,8/18/11 0:00,
2011002567,,8/18/11 0:00,AMBULATORY CARE CENTER UNC,35.90054,-79.0562893,8/18/11 0:00,
2011002568,,8/18/11 0:00,OCJ,42.6548806,-83.3230817,8/18/11 0:00,
2011002553,WARNING OF TRESPASS,8/18/11 9:17,HYDE HALL (FORMER INST UNC,35.9133853,-79.052858,8/18/11 9:15,2
2011002562,ASSIST OTHER AGENCY,8/18/11 14:47,SOUTH COLUMBIA ST.,35.9025436,-79.0565343,8/18/11 14:46,2
2011002565,VANDALISM - INJURY TO PERSONAL PROPERTY,8/18/11 16:04,HORACE WILLIAMS AIRPORT UNC,35.9341909,-79.0606373,8/18/11 16:04,3
2011002566,HARASSING PHONE CALLS,8/18/11 16:41,VICTORY VILLAGE CHILD CARE,35.8990023,-79.01448649999999,8/18/11 16:41,3
2011002569,,8/19/11 0:00,MORRISON UNC,35.9045132,-79.0462075,8/19/11 0:00,
2011002570,,8/19/11 0:00,HEDRICK BLDG JAMES T UNC,35.8938946,-79.01312639999999,8/19/11 0:00,
2011002571,,8/19/11 0:00,HOSPITALS UNIV OF NC UNC,35.9039534,-79.05070479999999,8/19/11 0:00,
2011002574,,8/19/11 0:00,CAROLINA INN UNC,35.9099368,-79.05456020000001,8/19/11 0:00,
2011002575,,8/19/11 0:00,DAVIS WALTER R LIBRARY UNC,35.9049122,-79.0469134,8/19/11 0:00,
2011002576,,8/19/11 0:00,WILSON LIBRARY UNC,35.9094345,-79.04972769999999,8/19/11 0:00,
2011002577,,8/19/11 0:00,GRAHAM MEMORIAL UNC,35.914103,-79.0516154,8/19/11 0:00,
2011002578,,8/19/11 0:00,STUDENT RECREATION CENTER UNC,35.9091438,-79.0470491,8/19/11 0:00,
2011002579,,8/19/11 0:00,HA I CARDINAL PARKING UNC,35.9039886,-79.0495033,8/19/11 0:00,
2011002580,,8/19/11 0:00,HILLSBORO,45.5228939,-122.989827,8/19/11 0:00,
2011002582,,8/19/11 0:00,PUBLIC SAFETY BUILDING UNC,35.9042197,-79.04736609999999,8/19/11 0:00,
2011002584,,8/19/11 0:00,GRAHAM STUDENT UNION UNC,35.9102721,-79.0477239,8/19/11 0:00,
2011002586,,8/19/11 0:00,1700 BAITY HILL STUDENT F UNC,35.8988575,-79.04039259999999,8/19/11 0:00,
2011002572,SUSPICIOUS CONDITION (NON-CRIMINAL),8/19/11 8:19,WILSON LIBRARY UNC,35.9094345,-79.04972769999999,8/18/11 17:00,2
2011002581,VANDALISM - INJURY TO PERSONAL PROPERTY,8/19/11 15:15,HORACE WILLIAMS AIRPORT UNC,35.9341909,-79.0606373,8/15/11 14:30,4
2011002587,LARCENY/MISDEMEANOR,8/19/11 22:47,DEY UNC,35.9098215,-79.0507045,8/19/11 17:00,4
2011002589,,8/20/11 0:00,HARDIN PAUL RESIDENCE UNC,35.9044505,-79.0462187,8/20/11 0:00,
2011002593,,8/20/11 0:00,EHRINGHAUS UNC,35.9039316,-79.04265579999999,8/20/11 0:00,
2011002595,,8/20/11 0:00,PR LOT,-24.6172052,-53.3205621,8/20/11 0:00,
2011002597,,8/20/11 0:00,STONE CENTER UNC,35.9079363,-79.0501743,8/20/11 0:00,
2011002598,MISC. INFO./REQ. FOR SVC. (SECURE BLDG.),8/20/11 0:00,RALEIGH RD,35.4808003,-78.5251924,8/20/11 0:00,2
2011002599,,8/20/11 0:00,PUBLIC SAFETY BUILDING UNC,35.9042197,-79.04736609999999,8/20/11 0:00,
2011002600,,8/20/11 0:00,UNDERGRAD PARKING LOT UNC,35.9049122,-79.0469134,8/20/11 0:00,
2011002602,,8/20/11 0:00,OLD WELL UNC,35.9120729,-79.0512301,8/20/11 0:00,
2011002603,,8/20/11 0:00,WINSTON UNC,36.1039642,-80.254435,8/20/11 0:00,
2011002606,,8/21/11 0:00,GRANVILLE TOWERS EAST UNC,35.910389,-79.057435,8/21/11 0:00,
2011002608,,8/21/11 0:00,CRAIGE NORTH UNC,35.903533,-79.0459004,8/21/11 0:00,
2011002609,,8/21/11 0:00,CAROLINA INN UNC,35.9099368,-79.05456020000001,8/21/11 0:00,
2011002610,,8/21/11 0:00,PUBLIC SAFETY BUILDING UNC,35.9042197,-79.04736609999999,8/21/11 0:00,
2011002612,,8/21/11 0:00,SITTERSON COMP SCI CTR UNC,35.909876,-79.05322509999999,8/21/11 0:00,
