inci_id,offense,date_rept,street,latitude,longitude,date_occu,csstatus
2005001738,,6/30/05 0:00,RIDGE RD/NAVY FIELD,42.9763057,-90.9581812,6/30/05 0:00,
2005001739,,6/30/05 0:00,RIDGE RD/NAVY FIELD,42.9763057,-90.9581812,6/30/05 0:00,
2005001741,,6/30/05 0:00,MCCAULEY ST NEAR PITTSBORO,Failure on MCCAULEY ST NEAR PITTSBORO,Failure on MCCAULEY ST NEAR PITTSBORO,6/30/05 0:00,
2005001743,,6/30/05 0:00,PHY PLANT MAINT UNC,35.9049122,-79.0469134,6/30/05 0:00,
2005001744,,6/30/05 0:00,NAVAL ARMORY UNC,35.909121,-79.05283589999999,6/30/05 0:00,
2005001745,,6/30/05 0:00,SKIPPER BOWLES DR,35.9017367,-79.0440522,6/30/05 0:00,
2005001746,,6/30/05 0:00,SOUTH ROAD / COUNTRY CLUB,41.6876246,-86.3609235,6/30/05 0:00,
2005001747,,6/30/05 0:00,SOUTH COLUMBIA / MFR,34.0052,-81.029517,6/30/05 0:00,
2005001748,,6/30/05 0:00,MANNING DR/WEST DR,41.9077901,-95.0733472,6/30/05 0:00,
2005001749,,6/30/05 0:00,MANNING DR/ HINTON JAMES,35.9033775,-79.04389359999999,6/30/05 0:00,
2005001750,,6/30/05 0:00,MANNING DR/HOSPITAL DR,35.90356,-79.05185999999999,6/30/05 0:00,
2005001740,EMS ASSIST,6/30/05 8:35,FLAT WAREHOUSE,35.2045293,-97.4608614,6/30/05 8:30,2
2005001742,LARCENY OF PURSE,6/30/05 12:05,MOLECULAR BIOLOGY RESEARCH BLDG,41.8707726,-87.6669515,6/30/05 8:00,4
2005001751,,7/1/05 0:00,PITTSBORO ST,35.9071584,-79.05477560000001,7/1/05 0:00,
2005001752,,7/1/05 0:00,PITTSBORO AND  CAMERON,35.9102497,-79.0554709,7/1/05 0:00,
2005001753,,7/1/05 0:00,PAUL GRN THEATRE UNC,35.9118408,-79.0438477,7/1/05 0:00,
2005001754,,7/1/05 0:00,COBB DR,32.840744,-117.1890615,7/1/05 0:00,
2005001755,,7/1/05 0:00,HINTON JAMES UNC,35.9020881,-79.0427632,7/1/05 0:00,
2005001756,,7/1/05 0:00,SOUTH ROAD,35.9253467,-80.0420192,7/1/05 0:00,
2005001757,,7/1/05 0:00,EMERSON DR,39.3936529,-76.6179353,7/1/05 0:00,
2005001758,,7/1/05 0:00,JACKSON HALL UNC,35.9126986,-79.0454295,7/1/05 0:00,
2005001759,ASSIST OTHER AGENCY NCSU POLICE,7/1/05 0:00,FINLEY GOLF COURSE RD,35.901605,-79.0193242,7/1/05 0:00,3
2005001760,,7/1/05 0:00,RALEIGH ST BY ARBORETUM,35.7938642,-78.6976605,7/1/05 0:00,
2005001761,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,7/2/05 0:00,INSTITUTE OF GOVERNMENT/ PVA,Failure on INSTITUTE OF GOVERNMENT/ PVA,Failure on INSTITUTE OF GOVERNMENT/ PVA,7/2/05 0:00,2
2005001762,,7/2/05 0:00,JACKSON HALL UNC,35.9126986,-79.0454295,7/2/05 0:00,
2005001763,,7/2/05 0:00,RALEIGH AND COUNTRY CLUB,35.7763431,-78.5933711,7/2/05 0:00,
2005001764,,7/2/05 0:00,BOUNDARY AND COUNTRY CLUB,35.913384,-79.0470477,7/2/05 0:00,
2005001765,,7/2/05 0:00,PEABODY UNC,35.9105059,-79.0533698,7/2/05 0:00,
2005001766,,7/2/05 0:00,HWY 54 COUNTRY CLUB,38.8473525,-91.96945939999999,7/2/05 0:00,
2005001767,PROPERTY DAMAGE,7/2/05 0:00,PUBLIC SAFETY PARKING LOT UNC,35.9042197,-79.04736609999999,7/2/05 0:00,2
2005001768,,7/2/05 0:00,S COLUMBIA/CAMERON,38.93125,-92.3941892,7/2/05 0:00,
2005001769,,7/2/05 0:00,RALEIGH/EXXON  BOTTOM,35.8161586,-78.6602831,7/2/05 0:00,
2005001770,,7/2/05 0:00,RALEIGH RD   GLENN LENNOX,35.9081505,-79.02384099999999,7/2/05 0:00,
2005001771,,7/2/05 0:00,S COLUMBIA/CAMERON,38.93125,-92.3941892,7/2/05 0:00,
2005001772,,7/2/05 0:00,ATM DRIVE,32.87343,-96.45262799999999,7/2/05 0:00,
2005001773,,7/3/05 0:00,RALEIGH ST     DAVIS DR,35.8059956,-78.84857439999999,7/3/05 0:00,
2005001774,SIMPLE POSSESSION OF MARIJUANA,7/3/05 0:00,S. COLUMBIA ST. / CAMERON AVE.,37.7533398,-78.1606181,7/3/05 0:00,3
2005001775,,7/3/05 0:00,PAUL GREEN THEATER DR,35.9118408,-79.0438477,7/3/05 0:00,
2005001776,,7/3/05 0:00,UNIVERSITY LAKE,35.897741,-79.09246399999999,7/3/05 0:00,
2005001777,,7/3/05 0:00,RALEIGH RD/GLEN LENNOX,35.9081505,-79.02384099999999,7/3/05 0:00,
2005001778,,7/3/05 0:00,RALEIGH RD/GREENWOOD RD,35.90994,-79.03245,7/3/05 0:00,
2005001779,,7/3/05 0:00,PITTSBORO/MCAULEY,Failure on PITTSBORO/MCAULEY,Failure on PITTSBORO/MCAULEY,7/3/05 0:00,
2005001780,EMS ASSIST,7/4/05 0:00,ACC,30.2765291,-97.7477392,7/4/05 0:00,2
2005001781,MISDEMEANOR LARCENY,7/4/05 0:00,HOOKER INTRAMURAL FIELDS,35.9099168,-79.04419539999999,7/4/05 0:00,4
2005001782,,7/4/05 0:00,RALEIGH ST/ ATMS,35.9113601,-79.047304,7/4/05 0:00,
2005001783,,7/5/05 0:00,S COLUMBIA / CAMERON,38.93125,-92.3941892,7/5/05 0:00,
2005001784,G.S. 14-410 POSSESSING AND DISCHARGING ILLEGAL PYROTECHNICS,7/5/05 0:00,BELL TOWER PVA,Failure on BELL TOWER PVA,Failure on BELL TOWER PVA,7/5/05 0:00,3
2005001785,,7/5/05 0:00,CHAPEL HILL COURT HOUSE,35.9145333,-79.0532759,7/5/05 0:00,
2005001786,LARCENY FROM BUILDING,7/5/05 0:00,DAVIS WALTER R LIBRARY UNC,35.9049122,-79.0469134,7/5/05 0:00,4
2005001787,LARCENY FROM BUILDING,7/5/05 0:00,DAVIS WALTER R LIBRARY UNC,35.9049122,-79.0469134,7/5/05 0:00,4
2005001788,,7/5/05 0:00,DIRECTED ERINGHAUS DORM,Failure on DIRECTED ERINGHAUS DORM,Failure on DIRECTED ERINGHAUS DORM,7/5/05 0:00,
